 ;FR;PA80;swo;gyeli;bekwel;bekol;konzime;makaa;mpiemo;kwasio;njyem;shiwa;BC (BLR3);Reconstr. Régionales (BLR 3);Reconstr. Mougiama, Hombert;;;;
6;abeille ;°(a)ɲÓK ;;nyú (wá nkwànò) / banyú (bá nkwànò);ná-ɲúɡù / bɛ̀náɲúɡù ;ǎ-ɲɔ̂ / bǎɲɔ̂ ;á-ɲʊ̂kwàn / bàáɲʊ̂kwàn ; ; ;ɲu / bɔɲu ;à-ɲʊ̂kwɔ̀n;ɲâ-wò / bə̀ɲâwò; ; ; ;;;;
