nº;FR;PA80;swo;gyeli;bekwel;bekol;konzime;makaa;mpiemo;kwasio;njem;shiwa;BC (BLR3);Reconstr. Régionales (BLR 3);Reconstr. Mougiama, Hombert;;;;
417;fesse;°b°é°n°à;;bénó;bjén;bán;béné;bán;;bina;bjén;bínə́;;;
418;feu 1;°û;;;û;;;ɟû;dû;;;;;;
419;feu 2;°s°i°K°à;;síyɛ̀;;;sìʔè;;;;sìɡò;sə̀ʔ;;;
420;feuille;°k°á;kā;ká;ká;ká;ká;ká;kā;ka;ká;ká;*k*á*j*á;;
421;feuille de raphia;°b°ǒ;;jímbɔ́;;;bʊ̌;;ɓǒ;;bʊ̌;;;;
422;fièvre, froid;°ɟ°Ô°ŋ;yúò;dyṵ̂;ɡjôw;jôŋ;ɟwóò;jôŋ;wīɔ̀ŋ;;ɟjóò;jô;;;
423;filet;°ɡ°ó°T;wáɾə̀;wáádɔ́;ɥét;wûd;;wód;;;;;;;
424;fin;°s°í;sə́lì;fwálá;;síjé;síé;;sīɔ̀;;síó;;;;
425;finir;°s°í°l;sə́lì;sílɛ;ʃílàl;síl;sîl;ʃínàl;sīlì;sil;sîl;sílì;;;
426;flamme;°ɟ°ò°l°Ì;ɡùlù;yùlɛ̀;ɡɥèl;ɟɛ̀lɛ̀;ɟʊ̀l;ɡwìljè;ɡwòlì;ɟul;ɟʊ̀l;;;;
427;fleur;;sám;;zɛ̀m;ncɔ̀mb;nzɔ̌m;zòòmú;ncàmī;nzam;sɔ̌m;ʒàmé;;;
428;foie;°s°ɛ́°K°V̀;sə́ʔ;sɛ́Kɛ̀;ʃjêk;;swôʔ;;sɛ̄ɡī;səˤ;;ʃêʔ;;;
429;folie;°m°j°â°n;;;mjân;mjàn;mjɛ̂n;;;;mwɛ̂n;;;;
430;fontanelle;°b°ɔ̀°b°ɔ̂°l°V;bùúlù;;bóbôl;bùbûl;bòbôl;;;bvubɛlɛ;bòbôl;;;;
431;force;;ɡvùlú;ngvúlɛ̀;g̥ɥìl;kùl;nkùl;nkùl;nkùlì;;nkùl;kfílì;*ɡ*ù*d*ì;;
432;forêt;°d°ì°K°V́;dzə̀ɡə̀;jìí;dík;dùɡ;dwǐʔ;ɟùɡú;dìɡī;dziəˤ;diʔí;dzə́ʔ;;;
433;forêt vierge;°k°ò°m°b°V̀;ɡwùmbə̀;;kwòm;kwàmb;kòmò;kwàmb;;;kwòm;;;;
434;forger;°l°ú°l°À;lúlə̀;;lûl;;lúlò;lúlə̀;;;lúlô;;;;
435;forgeron;°l°ú°l°V̀;lúlə̀;;lúlìl;lûl;lûl;àlúlə̀;;;lûl;;;;
436;fossé;°b°ó°K°Ì;bē;;;bwîɡ;bɩ́ʔ;bwíɡ;;bi;bwɩ́ʔɩ́;;;;
437;fourchette;°s°ɛ̂°s;;;sɛ̂s;;sjɛ̀h;;;;sɛ̀h;;;;
438;fourmi;°s°ú°K°Ì;;;sûk;ʃûɡ;sûʔ;fúɡə̀;ʃūɡì;fəˤ;;fûʔ;*j*e*ɡ*ʊ*?;;
439;fourmi sp;°s°ɔ̀°n°V;;sɔ̰̀;sɔ̀n;;;ʃwàànə́;;swana;;;;;
440;fourmi sp, termite sp;;;;b̥àm;;mpɔ̀m;mpòòm;;;;;;;
441;frère (Ego Fem);;dòm;;d̥ém;ntúm;ntʊ̂m;ncûm;ntóm;;ntʊ̂m;;;;
442;frère, cousin;°m°í;míâŋ;míyù;;míjɔ̀ŋ;ɩ́ɔ̀ɔ́;míjòŋá;;miuŋ;;;;;
443;frère/soeur aîné;°t°ó°l°Ì;tómbà;túmbà;tél;;tʊ́l;;tōlī;;twɩ́l;;;;
444;frère/soeur cadet;;sándòmbó;ntɛ̀mbɔ́;d̥jěb;;ntwóm;ntə̀mbú;ntɛ̄mb;ndʰɛm;;tə̀mbí;;;
445;frire, griller;°ɟ°â°ŋ;yáŋ;gyâ̰lɛ;;ɟâŋ;jâŋ;jâŋ;ɟâŋ;ɟaŋ;;;;;
446;froid;°t°è°l°à;téyà;;tèlà;;tàlà;tə̀là;tèlāā;;tálá;;;;
447;frotter;°s°ó°à°l°à;sə́lə̀;sílɔ;;ʃúlə̀;swóòlò;ʃúlə̀;;silɛ;swóólô;;;;
448;fruit;°b°ù°m°á;mvə̀má;bvùmá;bǔm;bùmó;ùmó;bùmə́;bùmɔ̄;bvuma;bùmó;ɡvə́má;;;
449;fuir;°p°ú°n°d°à;;;;fúndɔ̀;;fə́ndə̀;;mpfundɛ;;;;;
450;fumée;°ɟ°ú°l°ù°K;;;ɡúlùk;;ɟúlùù;;;;ɟúlʊ̀ʊ̀;;;;
451;fumer;°d°ù°l°à;;;dùld̥ɛ́lɛ̂k;dùlò;dùlò;;dùlɔ̀;;;;;;
452;fusil;;ɡálì;;g̥ɛ̂l;nkɔ́l;nkɛ̂l;nkɛ̂l;nkālì;;;;;;
453;garder 1;°b°à°K°à°l°à;bàʔàlə̀;báàlɛ;;;bàʔlè;bàɡə̀lə̀;ɓàɡɔ̀lɔ̀;;bàʔlò;;;;
454;garder 2;°k°o°m°à;;;;;kòmò;;kòmò;;kùkwòm;;;;
455;gauche;°ɟ°à°l°ì;;;ɛ́mjɛ̀l;;mjɛ̌l;;mjàlī;maɟal;mwɛ̌l;ɟàlì;;;
456;gecko;°ɟ°á°K;ɟáā;;;ɟìɟâɡ;ɟá;;wjā;japɛndɛ;ɟɩ́ɟâ;;;;
457;gémir;°s°í°m°b°à°l°à;sə́mbə̀là;;ʃím;símə̀là;;címbə̀là;ncīmɔ̀;zimla;;;;;
458;gendre;°ɟ°ó°m°V̀;ɡúm;;ɡómɔ̂n;nɟûm;;;;;;ɡúm;;;
459;génération 1;°k°ù°l°à;;;kùlà;kùlà;kûl;;;;;;*k*ʊ́*d*à;;
460;génération 2;°ɟ°à°K°à;;;;;;ɟà;ɟàɡà;;ɟùò;;;;
461;genette servaline;;sə́ŋ;;ʃîŋ;ncínɡà;;;;;síì;;*c*í*n*ɡ*ì;°c°ì°n°ɡ°ì;
462;genou;°b°ɔ́°ŋ;bwɔ́ŋ;bɔ̰́;bóŋ;bwóŋ;bóó;bwóŋ;ɓɔ̄ɔ̄ŋ;bwɔŋ;bóó;bú;;;
463;gifle;°b°ɛ́°n°ɟ;bâmbèlì;bándyì;bɛ̂z;;bɛ̂h;bónz;;;bɛ̂h;;;;
464;glisser 1;°ɟ°à°n°d°à°l°à;;;ɟàd;ɟàndə̀là;;;;ɟandala;;;;;
465;glisser 2;°ɟ°ɛ̀°n°d°V̀;;gyɛ̀ndɔ̀;;ɟɛ̀nd;;;;ɟɛndɛ;ɟjɛ̀n;ɟɛ̀ndə̀;;;
466;gorge;;ɡɔ̂ŋ;ngɔ̰̀língɔ̰́lì;g̥òŋòg̥óŋól;nkwɔ̌mìn;nkòòlʊ̀nkóòlʊ̀;kwómìnú;kɔ̀nkɔ́ɔ́ŋlì;nɡwɔŋlinɡwɔli;;kwə̀ʔ;;;
467;gorille;;ndzìlə̀;ndzìɛ̀;ɟ̥ìl;;ncìlè;ncì;ncìlɔ̀;;ncìlò;;*ɡ*ì*d*à;ɡi;
468;goûter 1;°b°ó°b°à°l°À;búʔùlə̀;bwɛ̀dɔ̀wɔ̀;bóâl;;bóblò;;ɓóɔ́lɔ̀;;bwóblô;;;;
469;goûter 2;°k°V̀°K°_;;kìyɛlɛ;;kàɡə̀lə̀;;kàɡ;;kiɛˤlɛ;;kjə̀ʔ;;;
470;goutte;°t°ɔ́°V́°?;twó;tɔ́;tɔ́;;tó;cwə́;tɔ̄;;tó;;*t*ó*n*á;;
471;goutter;;;;;ntóbà;tɔ́bà;;;;tɔ́bâ;;;;
472;graine;°b°ù°m°á;bāŋ;bàngá;bùm;bùmó;;búbùmə́;;;;bvə̀má;;;
473;graisse;°ɡ°ɔ́°ŋ;wɔ̄ŋ;wâ̰;wɔ́ɔ̀;wáŋ;ɡʊ́à;wóŋ;wɔ̂ŋ;wǎŋ;;wô;*p*ó*n*ɡ*ò;;
474;grand;°n°é°n°é°n°é;;nɛ́nɛ̀;;nə́né;nɩ́nɩ́ɩ́;;;;nɩ́nɩ́ɩ́;nə́ní;;;
475;grand vent;;;;g̥úù;;nkúò;nkwô;;;;;;;
476;grand-mère;;;;nàjé;ájô;;jàâ;āɛ̄;;jà;;;;
477;grand-père;;mbámbə̄;mbámbɛ́;séb̥áb;dá;;;;bɔmbambɔ;;pámbí;;;
478;grande pluie;°d°ǔ°m°b;;;dǔb;;dǔm;;;;dǔm;;;;
479;grandir;°ɡ°ó°Ì;wúū;;ɥê;wê;ɡǿè;wù;wōè;;;;;;
480;gratter;°ɲ°à°K°à°l°à;ɲàʔàlə̀;nyàlɛ;ɲàl;;ɲɛ̀ʔlè;;ɲàɡɔ̀lɔ̀;;ɲàʔlò;;;;
481;grêle;°t°á°n°ɡ°à;tándə̀;tánà;;tánàmwɔ̀;tánàá;;;;tánàá;;;;
482;grenier;;ɡvùndà;;;nkùndà;nkùnà;;;;nɡùnà;;;;
483;grenouille;;;nkɔ́ngɔ́;;ǎdwàm;ádwàm;;ɗɔ̄mbɔ̄;;dwɔ̀m;;;;
484;griller;°b°ù°m°b°À;bvùbə̀;;;bùbɔ̀;bùbò;;bùmbɔ̀;;bùbò;;*b*ù*m*b;;
485;grimper;°ɟ°ò;ɡùù;;ɡòò;ɟò;ɟʊ̀;ɡwò;ɡwò;;ɟʊ̀;;;;
486;gros, grand;°b°ɔ́°K°à;bwàʔ;bɔ̀ɔ̀;bwà;bwâɡ;bwàʔ;ábùwàɡ;ɓɔ̀ɡáà;bwaˤ;bìà;;;;
487;grossesse;°b°ù°m°Ì;;;bùm;;bùm;bùm;bùmì;;bùm;;;;
488;grossir;°b°ɔ̀°K;bwɔ̀ɡə̀lə̀;bwà;bwà;;bwàʔ;bwààɡ;;;bwɔ̀ʔ;;;;
489;guérisseur;;ɡâŋ;ngà̰ngá̰;g̥àà;nkàŋ;nkàà;ánkò;nkàŋ;nɡaŋ;nkàà;kà;;;
490;guerre;°d°à°m°b°V̀;;;ɛ̀b;ɔ̀mb;ɔ̀m;òmb;àmbì;;dɔ̀m;;;;
491;hache;;zɔ̂ŋ;tṵ́ṵ̀;zêŋ;cûŋ;nzǿø̀;zə̂ŋ;ncɛ̄ɛ̀ŋ;;nswɩ́ɩ̀;sû;;;
492;haïr;°s°í°ŋ;síə̀;;ʒíŋ;;;ʃə̂ŋ;;;síô;só;;;
493;hanche;°b°ó°K°Ì;;;bôk;bûɡ;bʊ̀ʔ;búúɡ;ɓōɡì;bwəˤ;;;;;
494;héliosciure de Gambie;°p°ɛ́°l;;;pɛ́l;;pɛ́l;;;;pɛ́l;;;°p°á°d°é;
495;herbe;°k°a;kā;ká;kà;ká;;àkándà;;;;;;;
496;héritage;°l°ì°K°à;lə́ɡè;;;;líʔè;;līɡɔ̀;;líɡô;;;;
497;hernie des testicules;°b°j°à;;gyà;bjà;;;bjà;ɓjà;;bwà;;;;
498;heurter;°b°ò°m;;;;;;bwìm;;bum;bwìm;;*b*ʊ̀*m;;
499;hier;°k°ò°K°ó;ókùʔú;nàkùgúù;kòkó;kùɡú;kʊ̌ʔ;;kò;;kʊ̌ʔ;kúɡú;;;
500;hippopotame;;ʒwɔ̀ʔmə̀dvwə́ə̀;;zòdíí;cwòɡmə́díbɔ́;nzòʔmèdíbé;ʒwòɡmə̀ɟíwó;;;;;;°j°ɔ̀°ɡ°ù;
501;homme;;òɾóm;ùdṵ̂;òtôm;ùrûm;ʊ̀rʊ̂m;;òrōm;;ʊ̀rʊ̂m;ùrú;;;
502;homonyme;°k°ɔ̀°l°á;kùlá;;;kwàlá;kɔ̀lá;;;;kɔ̀lá;;;;
503;honte;°s°ɔ́°n°Ì;ʃwónə̀;sɔ́nì;sên;ʃû;sôn;ʃwôn;ʃɔ̄nì;swɛn;sôn;ʃwə́nì;;;
504;hoquet;°s°é°K;zə́zə́ʔ;síawa;sêsêk;sísɔ̂ɡ;nzǿnzø̂ʔ;;;;;;*c*é*k*ʊ̀;;
505;houe;°b°à°K;bàʔ;bàgò;b̥àk;bɔ̀ɔ̀ɡ;bɔ̀ʔ;bòòɡ;;;bàʔ;;*b*à*ɡ*ò;;
506;huile;°m°ú°l°À;;;mûl;;múlò;;mbūlɔ̀;;múlô;;;;
507;huit;°ɔ́°m°Ì;;lɔ̀mbì;;mwôm;mwòm;;;;mwòm;mwàmè;*j*à*m*b*ì*?;;
508;ici, là 1;°w°â;wà;;wá;nwà;wâ;wà;wâ;wa;wâ;wà;;;
509;ici, là 2;°k°á°K°Ò;ká;;ká;kóɡ;kâ;ká;káɡɔ̄;;kâ;pə́kà;;;
510;ici, là 3;°n°á°ǎ;;;;;náǎ;nà;ná;;náǎ;;;;
511;igname 1;°ɡ°ó°m°V̀;ɡúmà;;ɡwôm;;;ɡwâm;;;;ɡúmɔ̀;;;
512;igname 2;°b°j°à°l;;;;;bjàl;bjàl;;;bwàl;;;;
513;ignorer;°ɟ°é°K°à;;;ɟâ;ɟáɡ;ɟéʔè;ɟáɡ;ɟēɡɔ̀;;ɟjâʔ;;;;
514;île;°c°í°n°ɟ°V;;;;;cíhé;ncììnɟè;;;cíhó;;;;
515;imiter;°b°à°ŋ°à;;;bàŋàl;;bàŋà;;;;bàŋà;;;;
516;impôt;°t°ɔ́;twóyà;;;tjâ;tœ́à;;;tɔja;tójà;;;;
517;infirme, infirmité;°ɟ°ɛ́°m°à;ɟéŋɟə́mə̀;;náɟâm;;ɟjɛ̂m;ɟám;ɟɛ̄mɔ̀;;ɟjɛ̂m;;;;
518;inondation;;;mbḛ̀;;mpùŋ;mpɩ̀ɩ̀;;mpēɔ̀ŋ;mbʰiuŋ;mpɩ̀ɩ̀;;;;
519;instrument de musique 1;°ɡ°ò°m°b°í;;;ɡɔ̀mbí;;nkø̌m;;;;nkœ̌m;;*ɡ*ò*m*b*í;;
520;instrument de musique 2;;;;;mpêd;pêr;;;mbɛrɛ;;;;;
521;instrument de musique 3;°s°à°n°ɟ°V̀;;;;sànɟà;sànà;;sànɟì;;;;;;
522;insulter;°l°ó°Ì;lwíì;lṵ̂;léè;lwî;lǿø̀;lwì;;lɥi;lwɩ́ɩ̀;lɥì;;;
523;interdit, tabou;°c°ì°Ò;;tsì;cì;cì;cì;cì;cìɔ̀;tsi;cì;tsə̀;;;
524;intestin;°ɟ°à;ɟà;gyà;ɟà;nɟà;ɟà;ɟà;ɟà;ɟa;;ɟà;;;
525;jachère;°b°ù°T°ì;;;bìt;;bùr;;bùrì;;bùr;;;;
526;jalousie;°ɡ°ú°_;;;wú;;ɡú;wú;;wubaa;ɡú;;;;
527;jeter;°m°ì°à°s;;mwàsɔ;mɔ̀s;;mjàh;;;mia;mwàh;;;;
528;jeune femme;°s°ì°l°à;;;ʃìlà;ʃìlò;sìlè;;sìlɔ̀;;sìlò;;;;
529;jeune fille;°s°Í°s°à;síyà;;ʃîs;sə̀s;séhè;sás;;siɛ;sjêh;;;;
530;jeune homme;°ɔ́°n°ɟ°á;;wányɛ̀;wáz;;;ɡwéénʒá;ɡwānɟɔ̄;ɥandɛ;;;;;
531;jeune mère;;byáà;bwàlá;nábjà;;ábjɛ̀ɛ́;àbjàá;áɓjā;;bwɛ̀ɛ́;;;;
532;joue;°m°ú°K;;;múk;;múʔ;;;;múʔ;;;;
533;jouer (instrument);°b°ò°m°à;bùmà;;bwòm;;bòmò;;;bumǎ;bwòm;;;;
534;jouer 1;°s°á;;sâ;;;;;;;;;;;
535;jouer 2;°l°ɛ́°K;léè;;;lêɡ;lê;lɛ̂;;;;;;;
536;jour 1;°ó°b;dúò;ùwɔ̀;dwô;wôb;ʊ́ò;wôw;;;dwôb;dúə̀;;;
537;jour 2;°l°û;lù;fû;lû;;lû;;;;lû;;*t*ú*k*ʊ̀;;
538;journée;°ɔ́°s°á;móā;músɔ́;;mwáz;móhó;;;;mwɔ́hɔ́;múá;;;
539;juger;°c°í°K°a;tsə́ɡə̀;;;cíɡò;;;cɛ́ɡɔ́;tsiəˤ;;;;;
540;jumeau;°ɡ°w°â°s;wáà;wǎ;wás;mwâz;ɡbâh;wáás;;wua;ɡwâh;;;;
541;kaolin blanc;°p°ɛ́°m°b°a°?;pə́mbə̀;pɛ́mbɔ́;pjáb;fɛ́m;pɛ́m;fə́m;;pɛmbɛ;;;*p*é*m*b*é;;
542;laisser;°b°Í°T°Ì;bíɾì;;bít;bír;bîr;bə́d;ɓjērì;;bwɩ̂r;;;;
543;laisser, rester;°l°í°K°À;lə́ɡə̀;líɛ̀;lik;líɡò;lîʔ;léɡə̀;līɡɔ̂;;líɡô;;;;
544;lait;°ɲ°á°ŋ;ɲâŋ;nyâ;;ɲáŋ;ɲâŋ;;;;ɲáà;ɲà;;;
545;lampe (emprunt français);°l°á°m°b°à;lə́mbà;lámbɔ̀;;;lámà;lâmbɛ̀;lámbá;lámbɔ̀;lámà;;;;
546;lance;°k°ɔ̀°ŋ;kwɔ̄ŋ;kwǎ̰;kɔ̀ɔ́;kwàŋ;kʊ̀á;;kɔ̌ŋ;kwǎŋ;kʊ̀á;kwǒ;;;
547;langage, parole;°l°ù°b°Í;;;líí;;lwǐb;;lùbī;;lwǐb;;;;
548;langue (organe);°ɟ°é°m°V̀;ɟím;gyímù;ɟêm;ɟôm;ɟɩ̂m;ɟjûm;ɟēmì;ɡim;ɟɩ̂m;ɡímì;;;
549;laver;°ɟ°ò;ʃwìì;sìya;ɡɥìɟà;ɟùzà;ɟø̀à;ɡwìjà;ɡwòjà;;ɟwɩ̀ɩ̀;;;;
550;lécher;°ɡ°ó°n°ɟ;;;ɥîz;;ɡø̂h;;;;ɡwɩ̂h;;;;
551;lèpre;;zàm;;;ncàm;nzǎm;;;;nsǎm;;;;
552;lézard 1;°s°ó°K°V̀;;;;;sóʔò;;ʃóɡɔ́;;swôʔ;;;;
553;lézard 2;°s°Ó°l°V̀;ʃwáàlə̀;;swâ;ʃwə̀l;;ʃwàlə́;;;;;;;
554;liane;°l°ɔ́°ŋ;lúòŋ;;lóŋ;;lóó;;lɔ̄ɔ̄ŋ;lwɔŋ;;;;;
555;liane sp;°s°í°l;;sɛ́lɔ́;ʃjál;;;sál;;;sjɛ́l;;;;
556;lime;°ɟ°Ò;yù;;;;jʊ̀ʊ̀;;jɔ̀;;jʊ̀;;;;
557;limite, frontière;;ɡì;;ɟ̥èbàl;nɟî;ɟɩ̀;ɟí;;;ɟɩ̀;;;;
558;lit;°ɟ°ɔ̀°ŋ°V́;ɡwɔ̌ŋ;dyɔ̰̀ɔ̰́;ɡòŋ;ɟwòŋ;ɟòó;ɡwòŋə́;ɡwɔ̀ɔ̄ŋ;ɟɥɔŋ;ɟòó;;;;
559;loin;°ɟ°à°V̀;ɟùò;;ɟàò;ɟà;ɟàà;;;;ɟàà;;;;
560;lourd;°d°í°l°ɔ̀;dzìlə̀;jìlɔ;dîl;;dìlè;ɟìlə̀;dìláà;;dìlò;dzílə̀;;;
561;loutre;°b°ɔ̀°ŋ;;bâ̰;bòŋ;;bɔ̀ɔ̀;bàŋ;;;bɔ̀ɔ̀;;;°b°à°n°ɡ°ù;
562;lune;;ŋɡwàndə̀;ngɔ̀ndɛ̀;ɡɔ̀n;nkùnd;nɡɔ̀n;nkwònd;nkɔ̀ndì;nɡwɛn;;kwɛ̀ndì;;;
563;mâcher;°ɲ°á°m°b°à;ɲámbə́lə̀;kámbɔ;ɲâb;;ɲâm;;ɲāmbɔ̄;;;;;;
564;machette 1;°k°u°á°T°á;;kwálá;kɥɛ́tɛ́;;;;nkwālā;kɥala;;kjə́rə́;;;
565;machette 2;°p°à;pà;;pà;fà;pà;fà;;;pà;;;;
566;mâchoire;°b°ɔ́°n°ɡ°V;;;bɔ́ɡ;bə́nɡô;bɔ́ŋ;;;;;;;;
567;maigre;°k°à°s;káà;kásɔ;kàs;kâz;kɛ̂h;káás;;;;;;;
568;main, bras;°b°ɔ́;bwɔ́ɔ̀;bɔ̂;mbɔ̂;bwó;bô;bwô;bɔ̂;bwɔ;bô;búɔ̀;;;
569;maïs;;;;b̥ìsà;;pìhà;;pùzà;pur;;;;;
570;maison;°ɟ°á°b;ɡwɔ̄;ndáwɔ̀;ɟáw;nɟáb;;ɟáw;ɟɔ̄ɔ̄;ndʰoo;;ɟə́;*d*á*b*ò;;
571;malade;°b°ɛ́°l°Ì;;;bêl;;bêl;bə̂l;bɛ̀lī;;bêl;;;;
572;maladie;°k°w°á°V;;;kpàj;;kpàà;;;;kwàà;;;;
573;mâle;°ɟ°ó°m;ɡúm;;ɡómtà;nɟúm;ɟʊ́m;nɡûm;;;;;;;
574;mamba vert;°l°ɔ́°ŋ;lɔ̂ŋ;lá̰;lɔ́ɔ̀;lwâŋ;;lwô;lɔ̂ŋ;;;;;;
575;manche 1;°s°ó;;;swáw;ʃwá;sʊ́á;ʃúwá;;;;;;;
576;manche 2;°k°V̀°n°d°V̀;;;;;;kànd;kèndɔ̀;kindɛ;;;;;
577;mandrill;°s°ɛ̀°K°á;káʔ;sɛ́Kɛ̀;ʃjàá;;sjɛ̌ʔ;;;;sjɛ̀ʔɛ́;sáʔá;;°c°ɛ̀°k°ɛ́;
578;manger;°d°è;dè;dè;dɛ̀;dò;dè;də̀;ɗè;di;dè;dì;;;
579;mangouste;;;;b̥ɔ̌k;;mpɔ̌ʔ;;;;mpɔ̀ʔɔ́;;;;
580;mangue;°ɲ°ɔ́°K°à;ɲwáʔ;;ɲâ;nwâɡ;ɲwâʔ;ɲwáɡ;ɲɔ̄ɡɔ̀;;ɲwɔ̂ʔ;;;;
581;manioc 1;°k°ú°m°à;;;kúmà;kúmà;kúmà;;;;kúmà;;;;
582;manioc 2;°ɡ°ó°n°d°V̀;;;ɡwêd;nɡwàndò;;;;wandɛ;;;;;
583;marché (emprunt);;mákíɾì;màkítì;;;mákîr;;;makis;mákîr;;;;
584;marcher 1;°ɟ°à°n°d°À;ɟàndè;kɛ̀ndɛ̀;ɟàd;ɟând;ɟàn;ɟàànd;ɟàndɔ̀;;;;;;
585;marcher 2;°k°V́°n°ɡ°à;;;;kwîɡ;kœ̂ʔ;;kɛ̀;kɛ;kœ̂ʔ;kúɡjà;;;
586;mare;°b°ɔ́°n°ɟ°V̀;;;bóz;;béh;;ɓɔ̄nɟī;;bœ́hœ́;;*j*á*n*j*à;;
587;marécage;;zàmbə̀;nzàmbɔ̀;zàb;ncàmb;nzàm;zàmb;;nzambɔ;nsàm;;;;
588;mari;°ɟ°ó°m°Ì;ɡúm;;ɡòm;ɟûm;ɟʊ̂m;nɡûm;ɡwōmì;ɟum;nɟʊ̂m;;;;
589;mariage;°b°â;báà;bánâ;b̥a;bâ;bâ;bâ;ɓâ;ba;bâ;;*b*á*d*à;;
590;marmite;;;;b̥ě;mpê;mpɩ̌;mpèé;mpě;mbǐ;mpɩ̌;pí;;;
591;marmite sp;°b°ɔ̀°l;;;bwà;;mpò;mpwò;mpɔ̀;pal;;;;;
592;marteau;;;;;ncùùɟ;;ʒùùnz;;nzundi;;;;;
593;matin;°m°á°n°Ì;mánā;mɛ́nɔ́;;mán;mɛ́n;mán;;mana;mjɛ́n;níjɛ̀;;;
594;mauvais;°b°é°b°à;;;bjôw;bâb;bébè;bôw;ɓēáā;biɔ;bjêb;bíwə̀;*b*ɩ̀*ɩ*b;;
595;mauvais, laid;°b°é°À;búù;bíwɔ̀;bê;;bɩ̂;bɛ̀;bê;biɔ;bɩ̂;bì;;;
596;méchant;°ɲ°à°n;;;ɲàn;;ɲàn;ɲàn;;;ɲàn;;;;
597;médicament;°m°Ì°T°ú;mìɾí;;mét;mìd;mǐr;mììdú;;;mwɩ̌r;;;;
598;mélanger;°p°ú°n°ɟ°à°l°à;;;pûzà;;pûhlà;fə̀là;;;púhlâ;;*b*ú*n*ɡ;;
599;mensonge;°ɟ°á°ŋ;;;;ɟáŋ;;ɟó;ɟāàŋ;;;;;;
600;menton 1;°d°ɛ́°s;;;ɛ̂s;ɔ̂z;ɛ̂h;;āɛ̀;;ɛ̂h;;;;
601;menton 2;;;;;;;ɟáʃwôl;;ɟansɛl;;ʒɛ́lì;;;
602;mépriser;°b°V̂°s;;;;bjèz;pjêh;;;;bwêh;;;;
603;mer;°â°ŋ;âŋ;â̰;;âŋ;âŋ;âŋ;āāŋ;aŋ;âŋ;;;;
604;mère;°ɲ°à°n°ɡ°Ó;ɲàŋɡó;nyâ̰;ɲɛ̌ɡ;ɲɔ̀ɔ̀nɡó;ɲɔ̌ɔ̀;ɲònɡû;ɲànɡɔ̄;niuŋ;ɲɔ̌ŋ;ɲô;*n*y*à*n*ɡ*ó;;
605;mesurer;°ɟ°ò°K°Ì;yèɡè;;ɡɥek;jììɡ;ɟø̀ʔ;jììɡà;;jiəˤ;ɟwɩ̀ʔ;;;;
606;mettre, poser;°ɡ°w°â;;;wâ;wá;ɡbâ;wâ;wâ;;ɡwâ;;;;
607;miel 1;°ɡ°w°O°K°V;;;ɡò;;ɡbɔ́ʔ;;;;ɡwɔ́ʔɔ́;;;;
608;miel 2;°k°ɔ̀°n°V̀;;kwànò;;kwàn;kwàn;;;kwana;kwɔ̀n;kwànə̀;;;
609;militaire;;zə̀mbè;zìmbà;zùmà;ncìmbè;nzìmà;;;;nsìmà;;;;
610;mille-pattes;;ŋɡwéèʔ;ngwɛ̰̌;g̥ǒj;nkwèɲə̀;;nkwɛ̀ɲî;nkɔ̀ɛ̄;;nkœ̀œ́;;;;
611;mois;;ŋɡwàndə̀;ngɔ̀ndɛ̀;nɡɔ̀n;nkùùnd;nɡɔ̀n;;nkɔ̀ndì;nɡwɛn;nɡɔ̀n;kwɛ́ndì;;;
612;mollet;°p°ó°m°b°Ì;púmbū;púmbú;pwób;fúm;pʊ́m;fúúmbú;pōmbī;pumbi;;;;;
613;montagne, colline;°k°é°n°ɡ°Ò;;nkùlɛ́;cék;kóɡ;cø̂ʔ;;cēɡì;;kɩ̂ʔ;;;;
614;monter 1;°b°é°n°d°à;bə́ɾə̀;bédɔ;;bâr;bérè;;ɓèndɔ̀;birɛ;bjêr;;;;
615;monter 2;°k°à°à°l°à;kàà;;;kàbà;kàlwò;;kàlɔ̀ɔ̀;;kàblò;;;;
616;montrer;°l°í°à°l°à;lə́ʔə̀lə̀;líbɛlɛ;ljál;lwô;tɩ́è;lwô;;;ljéʔlô;ljálà;;;
617;morceau 1;°p°Ê°s;;píndyɔ́;pês;;pêh;;;;pêh;;;;
618;morceau 2;°k°í°l°Ì;;;;cîl;cîl;kîl;cīlì;;;;;;
619;mordre 1;°l°ô;;lúwɔ;lóò;lû;lʊ̂;;lô;lu;lʊ̂;;;;
620;mordre 2;°k°ò°K°à°l°à;kúʔə̀là;kwɛ̂lɛ;kwàl;kwɔ̀ɡə̀lə̀;kòʔlò;;kòɡɔ̀lɔ̀;kwəlˤɛ;kwòʔlò;kwə̀ʔlá;;;
621;mort (la);°s°ò°j°È;ʃwìì;swî;ʃjèè;ʃwì;swìè;ʃwìj;ʃòè;sɥi;swɩ̀ɩ̀;ʃɥɪ̂;;;
622;mort (un);°ɟ°ɛ̀;yélə̀;yúlɛ̀;ɡɥɛ̀;;ɟwè;;;;ɟwè;;;;
623;mortier;°b°ò°K°V̀;bwɔ̀ʔ;búɔ̀;bwà;bwɔ̀ɡ;bòʔò;bwàɡ;;bwəˤ;bwòʔ;;;;
624;motte;°b°ú°K;;;bék;búɡ;;;;bvuəˤ;bûʔ;;;;
625;mouche;;dzûŋ;ndzḭ̀;ɟ̥òŋ;ncùŋ;ncwìì;ncìncúŋ;ncììŋ;ndziuŋ;ncìì;tsù;;;
626;mouche sp;°s°ú°n°Á;ʃúnə̀;;sún;;;ʃúnə́;sūnɔ̄;;swínô;;;;
